id,partner_name,party_type_id,partner_name_ja
1599,"BEAR’S STUDIO, INC.",2,株式会社ベアーズスタジオ
1601,"BEAST LAIR STUDIOS, LLC",2,
1604,"BEATNIK GAMES LTD",2,
1619,"BEEFJACK LTD",2,
1622,"BEGAGE LLC",2,
1625,BEHEMOTH,2,
1626,"BEHOLD STUDIOS",2,
1631,"BEIN MEDIA GROUP LLC",2,
1632,"BEIN SPORTS",2,
1636,"BELBER NATURA TRADING S.L",2,
1637,"BELGACOM SA / NV",2,
1644,"BELOUDEST LTD",2,
1645,"BELOW THE GAME SAS",2,
1649,"BENJAMIN KEVIN LATIMORE T/A BENJAMIN KEVIN LATIMORE",2,
1656,"BENT VECTOR STUDIOS INC",2,
1659,"BERET APPLICATIONS LLC.",2,
1662,"BERGSALA LIGHTWEIGHT CO., LTD.",2,株式会社バーグサラ・ライトウェイト
1668,"BERNADO MARCOS",2,
1673,"BERTIL HÖRBERG",2,
1679,"BE STUDIOS MONTREAL",2,
1680,"BETADWARF APS",2,
1685,BETHESDA,2,
1694,"BEZDOESGAMES LIMITED",2,
1705,"BIFROST ENTERTAINMENT AS",2,
1714,"BIG BLUE BUBBLE, INC.",2,
1719,"BIG FISH GAMES",2,
1727,"BIGMOON ENTERTAINMENT",2,
1729,"BIG PIXEL STUDIOS LIMITED",2,
1730,"BIGPOINT GMBH",2,
1732,"BIG RED BUTTON ENTERTAINMENT, INC.",2,
1735,"BIGYAMA LTD",2,
1738,"BILAL CHBIB TRADING AS BRAINSEED FACTORY",2,
1743,"BILLY GOAT ENTERTAINMENT LTD",2,
1751,"BINARY PUMPKIN LTD",2,
1752,"BINARY RAIN, LLC",2,
1755,"BIODROID ENTERTAINMENT SA",2,
1757,"BIOME STUDIOS LIMITED",2,
1765,"BIRDHOUSE GAMES",2,
1771,"BIT2GOOD UG",2,
1772,"BIT2GOOD UG (HAFTUNGSBESCHRÄNKT)",2,
1778,"BITCOMPOSER INTERACTIVE GMBH",2,
1780,"BITECORE LTD",2,"BITECORE LTD"
1782,"BITFORGE AG",2,
1783,"BITFORGE AG (SA) (LTD.)",2,
1787,"BITHELL GAMES",2,
1788,"BIT KID, INC",2,
1793,"BITMAP BUREAU LTD",2,
1795,"BITMONSTER, INC",2,
1797,"BIT PLANET GAMES, LLC",2,
1805,"BITWEEN S.R.L.",2,
1808,"BIZ EXPERTS LLC",2,
1814,BKOM,2,
1815,"BL4CKSUN LTD",2,
1817,"BLACKBIRD INTERACTIVE",2,
1820,"BLACK CELL OG",2,
1822,"BLACK CRACKER STUDIOS,LLC",2,
1836,"BLACK LANTERN STUDIOS, INC.",2,
1837,"BLACK LODGE GAMES, LLC",2,
1843,"BLACK PANTS STUDIO GMBH",2,
1846,"BLACK RIDDLES STUDIO LTD.",2,
1849,"BLACKSEA ODYSSEY, LLC",2,
1850,"BLACK SHEEP STUDIO SARL",2,
1851,"BLACK SHELL MEDIA",2,
1868,"BLAZING BADGER GMBH",2,
1870,"BLAZING GRIFFIN LIMITED",2,
1873,"BLIMBU GAMES LIMITED",2,
1877,"BLINDFLUG STUDIOS AG",2,
1880,"BLINKBYTE LTD",2,
1886,"BLIZZARD ENTERTAINMENT INC.",2,
1899,"BLOODSHADOW GAMES LLC",2,
1903,"BLOT INTERACTIVE INC.",2,
1905,"BLUBOX GAMES",2,
1912,"BLUE BOX GAME STUDIOS",2,
1922,"BLUEHOLE, INC.",2,"BLUEHOLE INC."
1923,"BLUEIQUE STUDIOS",2,
1926,"BLUE MAMMOTH GAMES",2,
1929,"BLUE MOON RED OWL",2,
1939,"BLUE SUNSET GAMES",2,
1941,"BLUE VOLCANO STUDIO",2,
1942,"BLUNT INSTRUMENT STUDIOS",2,
1957,"BOARD MEDIA GROUP, LLC",2,
1959,"BODYSOFT LLC.",2,
1961,"BOHEMIA INTERACTIVE",2,
1963,"BOHEMIA INTERACTIVE S.R.O.",2,
1964,"BOIDAE GAMES",2,
1968,"BOLVËRK GAMES",2,
1970,BONELOAF,2,
1976,"BONUS XP, INC.",2,
1986,"BORDERLINE INAPPROPRIATE GAME STUDIOS LTD",2,
1993,"BOSS KEY PRODUCTIONS INC.",2,
1994,"BOSS RUSH, SC",2,
1996,"BOTHE GRIENIG UG",2,
2025,"BRACE YOURSELF GAMES",2,
2027,"BRAD MARR",2,
2029,"BRAIN&BRAIN LLC",2,
2036,"BRAINSTORM GAMES, LLC",2,
2038,"BRAMBLETYNE LTD",2,
2053,"BRASH 3D S.A.S.",2,
2054,"BRASH ENTERTAINMENT, LLC",2,
2056,"BRAVO GAMES, S.L.",2,
2057,BRAYSOFT,2,
2061,"BREAD VISION STUDIOS LLC.",2,
2072,"BRETON FABRICE TRADING AS COWCAT",2,
2075,"BRETT TAYLOR INTERACTIVE, LLC",2,
2087,"BRIGHTROCK GAMES LTD",2,
2090,"BRILLIANT BLUE-G, LLC",2,
2093,"BRILLIANT SOFTWORKS LLC",2,
2112,"BROCCOLI CO., LTD.",2,株式会社ブロッコリー
2117,"BROKEN WALLS STUDIOS",2,
2118,"BROKEN WINDOW STUDIOS, INC",2,
2128,"BROTEN TECHNOLOGIES CORPORATION",2,
2140,"BRUSHFIRE GAMES, LLC",2,
2143,"BSHOP DESIGN",2,"BSHOP DESIGN"
2145,"BSK-GROUP LLC",2,
2146,"BSS COMPANY",2,"BSS COMPANY"
2159,"BUDD ROYCE ENTERPRISES INC. DBA DEV NULL STUDIOS",2,
2163,"BUFF STUDIO",2,
2164,"BUFF STUDIO CO.,LTD",2,"BUFF STUDIO CO.,LTD."
2173,"BUILDER BOX, LLC",2,
2176,"BUKA ENTERTAINMENT ENTERPRISE",2,
2177,"BULBWARE SP. Z O.O.",2,
2178,"BULKHEAD INTERACTIVE LIMITED",2,
2183,"BULLETPROOF ARCADE LIMITED",2,
2189,BUNDLEGAMES,2,
2190,"BUNGARRA SOFTWARE PTY LTD",2,
2191,"BUNGIE INC.",2,
2192,BUNNYCOPTER,2,
2193,"BUNNYCOPTER VOF",2,
2203,"BURRITOCO LLC",2,
2204,"BURVE LTD.",2,
2209,"BUSINESS INFORMATION TECHNOLOGIES INC",2,
2213,"BUTCHERLAB LIMITED",2,
2222,"BUZZ MONKEY SOFTWARE",2,
2224,"B-VR STUDIOS LTD",2,
2256,"CALIFORNIA REX",2,
2261,"CALVINO NOIR LIMITED",2,
2274,"CAMEL101 LLC",2,
2277,"CAMP 3 STUDIOS, LLC.",2,
2282,"CAMPFIRE GAMES S.L.",2,
2285,"CAMPO SANTO PRODUCTIONS LLC",2,
2286,"CAMPO SANTO PRODUCTIONS LLC (DBA: CAMPO SANTO)",2,
2293,"CANDESCENT GAMES, INC.",2,
2306,"CAPABIL-IT INC",2,
2307,"CAPASSO BALLESTEROS ITALO",2,
2322,"CAPITA BUSINESS SERVICES",2,
2328,"CAPSULE STUDIOS",2,
2335,"CARBON GAMES LIMITED",2,
2340,"CARDBOARD KEEP PTY LTD",2,
2342,"CARDBOARD UTOPIA",2,
2360,"CARTOON INTERACTIVE GROUP",2,
2361,"CARTOON NETWORK",2,
2376,"CATALYST OUTSOURCING LIMITED",2,
2382,"CAT HEAD PRODUCTIONS",2,
2389,"CAT TRAP STUDIOS",2,
2397,"CBS INTERACTIVE",2,
2411,"CD MEDIA SA",2,
2416,"C-DRIVE MEDIA ART CORPORATION",2,
2426,"CEDRIC BOURSE",2,
2430,"CELESTIAL BEING",2,
2433,"CELSIUS GAME STUDIOS",2,
2446,"CENTRESOFT LTD",2,
2453,CERBERUS,2,
2456,"CEROSWARE, S.A. DE C.V.",2,
2470,"CHAINSAWESOME GAMES INC.",2,
2476,"CHAMELEON GAMES LIMITED",2,
2481,"CHAOSCORE UG (HAFTUNGSBESCHRÄNKT)",2,
2485,"CHARLES BERNARDOFF",2,
2489,"CHARM GAMES INC",2,
2492,"CHASING CARROTS KG",2,
2497,"CHEAT CODE STUDIOS LLC",2,
2507,"CHERRYPICK GAMES SP. Z O.O.",2,
2508,"CHERRY PIE GAMES LLC",2,
2520,"CHILLED MOUSE LTD",2,
2522,"CHIMERA ENTERTAINMENT GMBH",2,
2525,"CHIVUE GAMES LLC",2,
2528,"CHOICE PROVISIONS",2,
2533,"CHORUS WORLDWIDE LIMITED",2,"コーラス・ワールドワイド 合同会社"
2542,"CHRISTOPHER YABSLEY",2,
2545,"CHROMATIC LABS INC.",2,
2547,"CHRYSALIS GAMES",2,
2554,"CHUCKLEFISH LTD",2,
2563,"CI GAMES",2,
2572,"CINÉPOLIS KLIC",2,
2576,"CIRCLE 5 PUBLISHING LLC",2,
2577,"CIRCLE ENTERTAINMENT LTD",2,"CIRCLE ENTERTAINMENT LTD"
2586,CISTERLABS,2,
2588,"CITIZEN12 LLC",2,
2591,"CITY-CONNECTION CO., LTD.",2,株式会社シティコネクション
2592,CITY-INTERACTIVE,2,
2595,"'CIVILSAVAGES' LIMITED",2,
2596,"C JOHNSON & C.J LARKIN",2,
2603,"CLACEE ENTERTAINMENT, INH. STEFAN BLUHM",2,
2604,"CLAPFOOT INC.",2,
2632,"CLEAVERSOFT LLC",2,
2634,"CLEVER COYOTE GAMES",2,
2635,"CLEVER CROW GAMES",2,
2636,"CLEVER ENDEAVOUR GAMES",2,
2637,"CLEVER-PLAYS STUDIO",2,
2646,"CLIMAX STUDIOS LIMITED",2,
2647,"CLINICAL TOOLS INC",2,
2654,"CLOCKWORK GAMES LIMITED",2,
2662,"CLOUDHEAD GAMES LTD",2,
2674,"COATSINK SOFTWARE LTD",2,
2680,"COCOCUCUMBER INC",2,
2681,"COCODRILO DOG GAMES SAS",2,
2682,"COCONUT GAMES",2,
2683,"COCONUT LIZARD LTD.",2,
2692,"CODED VELOCITY, INC",2,
2693,"CODEGLUE B.V.",2,
2694,"CODE HEADQUARTERS LLC.",2,
2695,"CODE HORIZON SP. Z O.O",2,
2703,"CODE MYSTICS INC",2,
2706,"CODEPOINT LIMITED",2,
2707,"CODERABBIT E.U.",2,
2709,"CODETRONIX LLC",2,
2710,"CODEX WORLDS",2,
2711,"CODEX WORLDS CORPORATION",2,
2715,"COFA GAMES",2,
2716,"COFFEE ADDICT STUDIO",2,
2717,"COFFEE STAIN STUDIOS AB",2,
2727,"COILWORKS AB",2,
2732,"COLD CREEK GAMES",2,
2733,"COLD FURNACE STUDIOS",2,
2735,"COLDWOOD INTERACTIVE AB",2,
2741,"COLLAVIER CORPORATION.",2,
2751,"COLOPL, INC.",2,株式会社コロプラ
2752,"COLOPL NI",2,
2755,"COLORSPACE STUDIO",2,
2757,"COLT TECHNOLOGY SERVICES",2,
2763,"COMCEPT INC.",2,"株式会社COMCEPT					"
2766,"COMET DESIGN WORKS INC.",2,"株式会社COMET DESIGN WORKS"
2800,"COMSCORE B.V.",2,
2812,"CONFETTI INTERACTIVE INC.",2,
2823,"CONNECTIVE LOGIC SYSTEMS LIMITED",2,
2826,"CONSIDERABLE CONTENT PTY LTD",2,
2830,"CONSPIRACY ENTERTAINMENT EUROPE GMBH",2,
2832,"CONTACT SALES LTD",2,
2833,"CONTACT SALES LIMITED T/A EXCALIBUR GAMES",2,"CONTACT SALES LIMITED T/A EXCALIBUR GAMES"
2840,"CONTINGENT99 LLC",2,
2862,"COOPLY SOLUTIONS LTD",2,
2878,"CORESOFT INC",2,
2883,"CORNFOX & BROTHERS LTD",2,
2890,"CORPTRON GAMES CORP",2,
2894,"CORTEX MEDIA INC.",2,
2899,"COSMIC PICNIC",2,
2901,"COSMIGO GMBH",2,
2902,"COSMOGONIA CAOTICA S. DE R.L. DE C.V.",2,
2926,"CRACKLE INC",2,
2927,"CRACKSHELL AB",2,
2931,"CRAIG LITTLER",2,
2938,"CRANK GAMES",2,
2941,"CRANKTRAIN LTD",2,
2945,"CRAVE ENTERTAINMENT PVT. LTD.",2,
2951,"CRAZY MONKEY STUDIOS",2,
2952,"CRAZY MONKEY STUDIOS BVBA",2,
2954,"CRAZY VIKING STUDIOS, LLC",2,
2955,"CREACIONES INTERACTIVAS DE MEXICO, SA DE CV",2,
2960,"CREATE SOMETHING INTERESTING LLC",2,
2967,"CREATIVE CONCEPTS BVBA",2,
2986,"CREA-TURE STUDIOS",2,
2987,"CREAZN STUDIO LLC.",2,
2992,"CREMAGAMES S.L",2,
3004,"CRIMSON NIGHT LTD",2,
3018,"CROSSFUNCTION CO., LTD.",2,クロスファンクション株式会社
3024,"CRUNCHING KOALAS",2,
3025,"CRUNCHING KOALAS SP. Z O.O. SP. K.",2,
3026,"CRUNCHYROLL, INC.",2,
3037,"CRYSTAL DYNAMICS",2,
3039,"CRYSTALLINE GREEN LTD.",2,
3041,CRYTEK,2,
3050,"CS-REPORTERS, INC.",2,株式会社シーエスレポーターズ
3053,"CTADVENTURE SP. Z O.O.",2,
3061,"CUBICORN GAMES LLC",2,
3063,"CUDDLE MONSTER AB",2,
3070,"CULTURE SHOCK GAMES LLC",2,
3081,"CURVATURE SYSTEMS LTD",2,
3090,"CUYLAR STUDIOS LLC",2,
3096,"CYANIDE SA",2,
3097,"CYAN WORLDS, INC",2,
3111,"CYBER RHINO STUDIOS",2,
3113,"CYBERSTEP, INC.",2,サイバーステップ株式会社
3114,"CYBERSTEP COMMUNICATIONS, INC.",2,
3119,"CYGAMES, INC.",2,株式会社CYGAMES
3121,"CYPRESS INHERITANCE, LLC",2,
3122,"CYPRONIA S.R.O",2,
3132,"D4ENTERPRISE CO.,LTD.",2,株式会社D4エンタープライズ
3137,"DAEDALIC ENTERTAINMENT",2,
3138,"DAEDALIC ENTERTAINMENT STUDIO WEST GMBH",2,
3141,"DAIDAI INC.",2,有限会社だいだい
3142,"DAIICHIKOSHO CO.,LTD.",2,株式会社第一興商
3143,"DAILYBURN INC",2,
3158,"DANGEROUS DERK INTERACTIVE LIMITED",2,
3169,"DARBOTRON LIMITED",2,
3180,"DARKLIGHT GAMING LLC",2,
3183,"DARK SEAS INTERACTIVE LLC",2,
3187,"DARK TONIC, INC.",2,
3189,"DARKWIND MEDIA LTD",2,
3216,"DAVID BLASZYK TRADING AS CW-GAMES",2,
3220,"DAVID JOSE LOURENCO AMADOR",2,
3221,"DAVID JOSE LOURENCO AMADOR T/A UPFALL STUDIOS",2,
3222,"DAVID MICHAEL ASSOCIATES LLC",2,
3228,"DAVID WARD",2,
3235,"DAVORIN HOLJEVAC",2,
3239,"DAYBREAK GAME COMPANY LLC",2,
3240,"DAYBREAK GAMES",2,
3248,"DAZSOFT DESENVOLVIMENTO DE SOFTWARES LTDA",2,
3250,"DBLINE S.R.L",2,
3258,"DEAD CELL GAMES INC.",2,
3260,"DEAD MAGE INC.",2,
3267,"DECEPTIVE GAMES LTD",2,
3272,"DECK13 INTERACTIVE",2,
3276,"DECO DIGITAL LIMITED",2,
3279,"DECOY GAMES",2,
3282,"DEEP COVE SOFTWARE LTD",2,
3291,"DEGICA CO., LTD",2,"DEGICA,CO. LTD"
3301,"DELIGHTWORKS INC.",2,ディライトワークス株式会社
3302,"DELIRIUM STUDIOS EVOLUTION SL",2,
3311,"DELTA-ARTS CO., LTD",2,株式会社デルタアーツ
3319,"DELUXE ENTERTAINMENT SERVICES",2,
3320,"DELVE INTERACTIVE LIMITED",2,
3321,"DE MARCO GAMING, LLC.",2,
3341,DENYSOFT,2,
3345,"DEPORTED B.V.",2,
3346,"DEPORTED V.B.",2,
3348,"DEPTH FIRST GAMES, LLC",2,
3353,"DESARROLLO BROMIO SC",2,
3354,"DESARROLLOS DE SOFTWARE EDAD PERDIDA, S.L.",2,
3355,"DESCENDENT STUDIOS INC",2,
3370,"DESI NETWORK INC",2,
3376,"DESTRUCTIVE CREATIONS J. ZIELINSKI I WSPÓLNICY SPJ",2,
3380,"DETROIT LABS",2,
3387,"DEV CUBE STUDIO IT OOO",2,
3389,"DEVELOPERS REPUBLIC LIMITED",2,
3401,"DEWBURN INTERACTIVE, LLC",2,
3426,"DIEGO TORRES JIMENEZ",2,
3427,"DIE GUTE FABRIK, LLC",2,
3432,"DIGERATI DISTRIBUTION",2,ディジェラティーディストリビューション
3451,"DIGITAL CONFECTIONERS",2,
3452,"DIGITAL CONTENT, LLC DBA BIG JOHN GAMES",2,
3453,"DIGITAL CONTINUE LLC",2,
3458,"DIGITAL DOMAIN INTERACTIVE",2,
3460,"DIGITAL DREAMS ENTERTAINMENT LLC",2,
3473,"DIGITAL GAMING IP LTD",2,
3480,"DIGITAL INTEGRATION LTD.",2,
3481,"DIGITAL IRIS",2,
3495,"DIGITAL MYTHS",2,
3496,"DIGITAL OUT A/S",2,
3498,"DIGITAL PARTNERS, S.A.",2,
3507,"DIGITAL SMASH",2,
3512,"[ASIA] DIGITAL TOUCH CO., LTD.",2,
3520,"DIGITURBO CO.,LTD.",2,株式会社デジターボ
3525,"DIM BULB GAMES",2,
3528,"DIMENSIONAL WAVE LTD",2,
3533,"DIME STUDIOS PTY. LTD.",2,
3541,"DINO GAMES LTD",2,
3552,"DISASTERCAKE LLC",2,
3553,"DISASTER RECOVERY SERVICES LTD",2,
3554,"DISBELIEF LLC",2,
3556,"DISCO PIXEL",2,
3557,"DISCORD GAMES LLC",2,
3563,"DISH NETWORK",2,
3566,"DISKY COMMUNICATIONS EUROPE BV",2,
3571,"DISPARITY GAMES",2,
3580,"DIVDEVER CORPORATION",2,"DIVDEVER CORPORATION"
3588,"DJINNWORKS GMBH",2,
3599,"DMI INC",2,
3602,"DMM.COM LABO CO.,LTD",2,株式会社DMM.COMラボ
3603,"DM MEDIA LIMITED",2,
3605,"DMT-INTERACTIVE LIMITED",2,
3609,"DNA MEDIA GMBH",2,
3614,"DOBSOFT STUDIOS PTY. LTD.",2,
3623,"DOGTREAT STUDIOS",2,
3644,"DONKEY KWON GAMES INC",2,
3648,"DORASU CO.,LTD",2,株式会社ドラス
3649,"DORKATORIUM GAMES",2,
3654,"DOTBUNNY INC.",2,
3655,"DOT DREAM LLC",2,
3656,DOTEMU,2,
3658,DOTSCREEN,2,
3659,"DOUBLE DAMAGE GAMES, INC.",2,"DOUBLE DAMAGE GAMES INC."
3662,"DOUBLE FUSION LTD.",2,
3668,"DOUBLESIX DIGITAL PUBLISHING LTD",2,
3670,"DOUBLE STALLION GAMES",2,
3683,"D.P.S. GROUP S.R.L.",2,
3687,"DRACUE SOFTWARE CO.,LTD",2,株式会社ドラキュー
3693,"DRAGOON ENTERTAINMENT LTD.",2,
3694,"DRAKHAR STUDIO S.L.",2,
3695,DRAMAFEVER,2,
3699,"DREADBIT LIMITED",2,
3700,"DREADLOCKS LTD",2,
3702,"DREAMBOX GAMES S.L",2,
3706,"DREAM HARVEST LTD",2,
3715,"DREAMSAIL GAMES",2,
3717,"DREAMWALKER GAMES LIMITED",2,
3723,"DRIVEN ARTS LLC",2,
3728,"DROOL LLC",2,
3730,"DROP DEAD INT LTD",2,
3734,"DR STUDIOS LTD",2,
3738,"DRY CACTUS LIMITED",2,
3739,DRYDOCK,2,
3742,"DSK STUDIOS PVT. LTD",2,
3753,"DUBBING AND LOCALISATION MULTIMEDIA SL",2,
3757,"DUBWARS LLC",2,
3759,DUCKBRIDGE,2,
3760,"DUCKBRIDGE VOF",2,
3793,"DWANGO CO., LTD",2,株式会社ドワンゴ
3795,"DYLAN BROWNE",2,
3803,"DYNAMIX LIMITED",2,
3809,"EA DIGITAL ILLUSIONS CE AB",2,
3832,"ECHOHEAD GAMES, LLC",2,
3837,"EC INTERACTIVE INDIA PVT LTD",2,
3841,"ECLIPSE GAMES",2,
3842,"ECLIPSE GAMES S.C.",2,
3851,"EDD SMITH T/A EDD SMITH",2,
3862,"EDIA. CO., LIMITED",2,株式会社エディア
3871,"EDITORIAL PLANETA DEAGOSTINI, SA",2,
3873,"E-DOCS LIMITED",2,
3875,"EDWON LLC",2,
3883,"EGG BALL",2,
3891,"E-HUG ENTERTAINMENT LTD",2,
3896,"EIDOS PLC",2,アイドス株式会社
3899,"EIDOS INTERACTIVE LTD.",2,
3912,"ELASTIC GAMES INC",2,
3917,"E-LEARNING AND TRAINING COMPANY (SEMANOOR)",2,
3919,ELECORN,2,
3922,"ELECTRIC MONK MEDIA LTD.",2,
3940,"ELECTRONIC MOTION GAMES",2,
3942,"ELECTRONICS BOUTIQUE AUSTRALIA PTY LIMITED",2,
3943,"ELECTRONIC VIDEO GAME",2,
3947,"ELEMENT 105",2,
3948,"ELEMENTAL LABS",2,
3949,"ELEMENT GAMES, LLC",2,
3952,"ELIAS FARHAN TRADING AS TEAM KWAKWA",2,
3960,"ELISE ALEXANDRE JEAN-SEBASTIEN",2,
3961,"ELITAPPS, LTD.",2,
3967,ELLATION,2,
3982,"ELVERILS, LLC",2,
3991,"EMBRACEWARE SOFTWARE INC",2,
3994,"E MCNEILL LLC",2,
4003,"EMIRATES INTEGRATED TELECOMMUNICATIONS COMPANY (DU), PJSC",2,
4015,"EMOTE GAMES LIMITED",2,
4027,"EMPTY CLIP STUDIOS, INC.",2,
4028,"EMPTY FLASK GAMES",2,
4029,"EMPYREAN INTERACTIVE INC",2,
4038,"ENDEAVOR ONE, INC.",2,
4043,"ENDEMOL SHINE UK",2,
4044,"ENDEMOL UK LIMITED",2,
4047,"ENDICE SOFTWARE PTY LTD",2,
4048,"ENDNIGHT GAMES LIMITED",2,
4053,"ENEME ENTERTAINMENT LTD",2,
4064,"ENGINE GIANT ENTERTAINMENT LLC",2,
4067,"ENGINES INC.",2,株式会社　エンジンズ
4071,"ENHANCE GAMES",2,"ENHANCE GAMES, INC."
4077,"ENIGMATIC STUDIOS LIMITED",2,
4080,"ENJOY LABORATORIES S.A.S DBA TN3STUDIO",2,
4083,"EN MASSE ENTERTAINMENT INC.",2,
4086,"ENSENASOFT, S.A. DE C.V.",2,
4090,"ENTERBRAIN INC.",2,株式会社エンターブレイン
4091,"ENTERGRAM,INC.",2,株式会社エンターグラム
4098,"ENTERTAINMENT SUPPORT,INC.",2,株式会社エンターテインメントサポート
4101,"ENTRADA INTERACTIVE LLC",2,
4109,"ENYX STUDIOS, LLC",2,
4128,"EPIPHANY GAMES PTY LTD",2,
4138,"EPSILON STUDIOS",2,
4142,"EQUILIBRE GAMES SAS",2,
4143,"EQUILIBRIUM SYSTEMS INC.",2,
4149,"ERDEM SEN",2,
4152,"ERIC CHAHI",2,
4161,"ERIK HALVERSON LLC",2,
4182,"ESCALATION STUDIOS INC",2,
4183,"ESCAPE FUEL GAME ONE LLC",2,
4188,"ESCAPIST GAMES LIMITED",2,
4196,"E SMILE HOLDINGS CO.,LTD.",2,イースマイル・ホールディングス株式会社
4199,ESPN,2,
4205,"ESTUDIOFUTURE SRL",2,
4208,"ESTUDIOS MAQUINA VOLADORA",2,
4211,ETOYLAB,2,ETOYLAB
4216,"EUGEN SYSTEMS S.A.",2,"EUGEN SYSTEMS"
4235,"EUROVIDEO MEDIEN GMBH",2,
4250,"EVERYONE'S A GAME DESIGNER LLC",2,
4253,"EVERYWHERE GAMES",2,
4254,"EVGENIY KOLPAKOV",2,
4256,"EVIL LAIR GAMES, LLC",2,
4258,"EV INTERACTIVE LLC",2,
4259,"EVODANT INTERACTIVE INC.",2,
4267,"EVOLVE INTERACTIVE",2,
4276,"EXATO GAME STUDIOS, LLC",2,
4278,EXCAMEDIA,2,
4279,"EXCAMEDIA B.V.",2,
4280,"EXCITE HUNGARY LTD",2,
4281,"EXCITE HUNGARY KFT",2,
4283,"EXECUTION LABS INC.",2,
4296,"EXIS, LLC",2,
4300,"EXKEE SARL",2,
4308,"EXOZET POTSDAM GMBH",2,
4314,"EXPERIENCE INC",2,株式会社エクスペリエンス
4316,"EXPERIMENT 101 AB",2,
4317,"EXPERIMENT 7",2,
4318,"EXPERIMENTAL GAME GMBH",2,
4323,"EXPLODING TUBA, LLC",2,
4328,"EXTRA GUY LTD",2,
4329,"EXTRA LIFE STUDIOS LLC",2,
4330,"EXTRA MILE STUDIOS LIMITED",2,
4338,"EXTROKOLD GAMES LLC",2,
4341,"EYEBROW INTERACTIVE",2,
4346,"EYE MOTION LLC",2,
4347,"EYESTORM PRODUCTIONS, LLC",2,
4357,"FABRICE BRETON",2,
4359,"FABRIK GAMES LTD",2,
4360,"FABRYKA GIER SEBASTIAN RAFAL BARABANOW",2,
4361,FABULOUS,2,FABULOUS
4373,"FACTORY MEDIA PRODUCTION GMBH",2,
4375,"FAILBETTER GAMES LTD",2,
4393,"FANCY FISH GAMES LLC",2,
4412,"FATALIST ENTERTAINMENT AB",2,
4414,"FATHAMMER LTD.",2,
4425,"FDG ENTERTAINMENT GMBH & CO KG",2,
4437,"FELINE ARTS",2,
4442,FENIXFIRE,2,
4444,"FENNECFOX ENTERTAINMENT IVS",2,
4448,"FERMENTER GAMES",2,
4456,"FICTIORAMA STUDIOS, S.L",2,
4462,"FIERCE KAIJU LIMITED",2,
4467,"FILIP KRAUCHER",2,
4485,"FIRA SOFT",2,
4488,"FIREBRAND GAMES LTD",2,
4491,"FIRE FACE CORPORATION",2,
4492,"FIREFISH LIMITED",2,
4495,"FIRE HOSE GAMES",2,
4497,"FIREHOUSE VIDEO GAMES",2,
4503,"FIRESPRITE LIMITED",2,
4506,"FIREVECTOR LLC",2,
4522,"FISHING PLANET LLC",2,
4535,"FIVEXGAMES S.L",2,
4538,"[ASIA] F K DIGITAL PTY. LTD",2,
4546,"FLARB LLC",2,
4548,"FLASHMAN GAMES LLC",2,
4549,"FLASHMAN STUDIOS LLC",2,
4553,"FLATFISH GAMES LTD",2,
4555,"FLAVOURWORKS LTD",2,
4557,"FLAZM INTERACTIVE ENTERTAINMENT LTD",2,
4566,"FLIGHTLESS LIMITED",2,
4571,"FLIPPY FOX STUDIOS",2,
4572,"FLIX INTERACTIVE LIMITED",2,
4579,"FLOW STATE MEDIA",2,
4585,"FLUX GAME STUDIO",2,
4587,"FLYHIGH WORKS CO., LTD.",2,フライハイワークス株式会社
4590,"FLYING HELMET GAMES LTD.",2,
4591,"FLYING MOLLUSK",2,
4596,"FLYLEAP STUDIOS PTY. LTD.",2,
4619,"FORCE OF HABIT LTD",2,
4620,"FORDESOFT, LLC",2,
4629,"FORGA10 LLC",2,
4633,"FORGOTTEN KEY AB",2,
4634,"FORGOTTEN TALE",2,
4645,"FORTHRIGHT ENTERTAINMENT, LLC",2,
4657,"FOUND TIME GAMES",2,
4658,"FOUNTAIN DIGITAL LABS LIMITED",2,
4662,"FOUR DOOR LEMON LTD",2,
4669,"FOX DIGITAL ENTERTAINMENT, INC.",2,
4678,"FPSVISIONARY SOFTWARE",2,
4684,"FRAME INTERACTIVE STUDIO LLC",2,
4693,"FRANCISCO MANUEL TELLEZ DE MENESES CHUECOS, TRADING AS UNEPIC TEAM",2,
4694,"FRANCISCO TELLEZ DE MENESES",2,
4699,"FRANK SENNHOLZ",2,
4701,"FRAOULA D.O.O",2,
4705,"FREAKY CREATIONS S.A.",2,
4708,"FREE DOMINION STUDIOS LLC",2,
4719,"FREESTYLEGAMES LTD",2,
4724,"FRESH3D SARL",2,
4730,"FRICTIONAL GAMES AB",2,
4731,"FRIEND & FOE AB",2,
4739,"FROGWARES IRELAND LTD",2,
4740,"FROM NOTHING GAME STUDIOS",2,
4742,"FRONTIER DEVELOPMENTS PLC",2,
4755,"FROZEN FLAME LLC",2,
4756,"FROZEN GAMES AB",2,
4759,"FRUITBAT FACTORY LTD",2,
4768,"FUGITIVE GAMES, LLC",2,
4773,"FULLSCREEN, INC.",2,
4774,"FULLSCREEN, INC (D/B/A SCREWATTACK)",2,
4775,FUNATICS,2,
4779,"FUNCOM GMBH",2,
4782,FUNCOM,2,
4783,"FUNCOM OSLO AS",2,
4786,"FUNIMATION ENTERTAINMENT",2,
4787,"FUN INFUSED GAMES LLC",2,
4790,"FUNKOI LLC",2,
4791,"FUNKTRONIC LABS",2,
